vpdmfId	viewType	locked	vpdmfLabel	vpdmfUri	namespace	thumbnail	indexTuple
5760	.Journal.%	\N	Morphol Embryol (Bucur).	\N	\N	\N	Morphol Embryol (Bucur).
5761	.Journal.%	\N	Mt. Sinai J. Med..	\N	\N	\N	Mt. Sinai J. Med..
5762	.Journal.%	\N	Nichidai Koko Kagaku.	\N	\N	\N	Nichidai Koko Kagaku.
5763	.Journal.%	\N	Munca Sanit.	\N	\N	\N	Munca Sanit.
5764	.Journal.%	\N	MPS.	\N	\N	\N	MPS.
5765	.Journal.%	\N	Med Prod Sales.	\N	\N	\N	Med Prod Sales.
5766	.Journal.%	\N	Mol. Gen. Mikrobiol. Virusol..	\N	\N	\N	Mol. Gen. Mikrobiol. Virusol..
5767	.Journal.%	\N	MMW Munch Med Wochenschr.	\N	\N	\N	MMW Munch Med Wochenschr.
5768	.Journal.%	\N	Nurs Mirror Midwives J.	\N	\N	\N	Nurs Mirror Midwives J.
5769	.Journal.%	\N	News Lett Maine State Nurses Assoc v2.	\N	\N	\N	News Lett Maine State Nurses Assoc v2.
5770	.Journal.%	\N	News Lett Maine State Nurses Assoc.	\N	\N	\N	News Lett Maine State Nurses Assoc.
5771	.Journal.%	\N	NAACOG Newsl.	\N	\N	\N	NAACOG Newsl.
5772	.Journal.%	\N	News Views.	\N	\N	\N	News Views.
5773	.Journal.%	\N	Munnpleien.	\N	\N	\N	Munnpleien.
5774	.Journal.%	\N	Muscle Biol.	\N	\N	\N	Muscle Biol.
5775	.Journal.%	\N	Muscle Nerve.	\N	\N	\N	Muscle Nerve.
5776	.Journal.%	\N	Mutat. Res..	\N	\N	\N	Mutat. Res..
5777	.Journal.%	\N	Morb Mortal Wkly Rep Surveill Summ.	\N	\N	\N	Morb Mortal Wkly Rep Surveill Summ.
5778	.Journal.%	\N	Mycologia.	\N	\N	\N	Mycologia.
5779	.Journal.%	\N	Mycopathol Mycol Appl.	\N	\N	\N	Mycopathol Mycol Appl.
5780	.Journal.%	\N	Mycopathologia v2.	\N	\N	\N	Mycopathologia v2.
5781	.Journal.%	\N	Mykosen.	\N	\N	\N	Mykosen.
5782	.Journal.%	\N	Mycoses.	\N	\N	\N	Mycoses.
5783	.Journal.%	\N	Monogr Am Assoc Ment Defic.	\N	\N	\N	Monogr Am Assoc Ment Defic.
5784	.Journal.%	\N	Mol. Biochem. Parasitol..	\N	\N	\N	Mol. Biochem. Parasitol..
5785	.Journal.%	\N	N. Engl. J. Med..	\N	\N	\N	N. Engl. J. Med..
5786	.Journal.%	\N	NAACOG Tech Bull.	\N	\N	\N	NAACOG Tech Bull.
5787	.Journal.%	\N	NADL J.	\N	\N	\N	NADL J.
5788	.Journal.%	\N	Nagoya J Med Sci.	\N	\N	\N	Nagoya J Med Sci.
5789	.Journal.%	\N	Organ Dyn.	\N	\N	\N	Organ Dyn.
5790	.Journal.%	\N	Nagoya Med. J..	\N	\N	\N	Nagoya Med. J..
5791	.Journal.%	\N	Nahrung.	\N	\N	\N	Nahrung.
5792	.Journal.%	\N	Naika.	\N	\N	\N	Naika.
5793	.Journal.%	\N	NANR News.	\N	\N	\N	NANR News.
5794	.Journal.%	\N	Nar Zdrav.	\N	\N	\N	Nar Zdrav.
5795	.Journal.%	\N	Nasu Suteshon.	\N	\N	\N	Nasu Suteshon.
5796	.Journal.%	\N	Rep Natl Forum Hosp Health Aff.	\N	\N	\N	Rep Natl Forum Hosp Health Aff.
5797	.Journal.%	\N	Natl Cancer Inst Monogr.	\N	\N	\N	Natl Cancer Inst Monogr.
5798	.Journal.%	\N	Natl Inst Drug Abuse Res Monogr Ser.	\N	\N	\N	Natl Inst Drug Abuse Res Monogr Ser.
5799	.Journal.%	\N	Natl Cancer Inst Res Rep.	\N	\N	\N	Natl Cancer Inst Res Rep.
5800	.Journal.%	\N	NIDA Res. Monogr..	\N	\N	\N	NIDA Res. Monogr..
5801	.Journal.%	\N	Bull Natl Clgh Poison Control Cent.	\N	\N	\N	Bull Natl Clgh Poison Control Cent.
5802	.Journal.%	\N	Proc Natl Conf Methadone Treat.	\N	\N	\N	Proc Natl Conf Methadone Treat.
5803	.Journal.%	\N	Nurs RSA.	\N	\N	\N	Nurs RSA.
5804	.Journal.%	\N	Natl Conf Dent Public Relat.	\N	\N	\N	Natl Conf Dent Public Relat.
5805	.Journal.%	\N	Preconf Papers Natl Dent Health Conf (U S).	\N	\N	\N	Preconf Papers Natl Dent Health Conf (U S).
5806	.Journal.%	\N	Natl Inst Anim Health Q (Tokyo).	\N	\N	\N	Natl Inst Anim Health Q (Tokyo).
5807	.Journal.%	\N	NCI Monogr.	\N	\N	\N	NCI Monogr.
5808	.Journal.%	\N	NLN Conv Pap.	\N	\N	\N	NLN Conv Pap.
5809	.Journal.%	\N	Trans Natl Saf Congr.	\N	\N	\N	Trans Natl Saf Congr.
5810	.Journal.%	\N	NATNEWS.	\N	\N	\N	NATNEWS.
5811	.Journal.%	\N	Nature.	\N	\N	\N	Nature.
5812	.Journal.%	\N	Nature New Biol..	\N	\N	\N	Nature New Biol..
5813	.Journal.%	\N	Naturwissenschaften.	\N	\N	\N	Naturwissenschaften.
5814	.Journal.%	\N	Nauchni Tr Nauchnoizsled Stomatol Inst (Sofiia).	\N	\N	\N	Nauchni Tr Nauchnoizsled Stomatol Inst (Sofiia).
5815	.Journal.%	\N	Natl Saf News.	\N	\N	\N	Natl Saf News.
5816	.Journal.%	\N	Nauchni Tr Vissh Med Inst Sofiia.	\N	\N	\N	Nauchni Tr Vissh Med Inst Sofiia.
5817	.Journal.%	\N	Naunyn Schmiedebergs Arch. Pharmacol..	\N	\N	\N	Naunyn Schmiedebergs Arch. Pharmacol..
5818	.Journal.%	\N	N C Dent J.	\N	\N	\N	N C Dent J.
5819	.Journal.%	\N	N C Med J.	\N	\N	\N	N C Med J.
5820	.Journal.%	\N	Nebr Med J.	\N	\N	\N	Nebr Med J.
5821	.Journal.%	\N	Nebr Nurse.	\N	\N	\N	Nebr Nurse.
5822	.Journal.%	\N	Nebr Symp Motiv.	\N	\N	\N	Nebr Symp Motiv.
5823	.Journal.%	\N	Ned Milit Geneeskd Tijdschr.	\N	\N	\N	Ned Milit Geneeskd Tijdschr.
5824	.Journal.%	\N	Nephrol News Issues.	\N	\N	\N	Nephrol News Issues.
5825	.Journal.%	\N	Nursingconnections.	\N	\N	\N	Nursingconnections.
5826	.Journal.%	\N	Nurs Econ.	\N	\N	\N	Nurs Econ.
5827	.Journal.%	\N	Ned Tandartsenbl.	\N	\N	\N	Ned Tandartsenbl.
5828	.Journal.%	\N	Ned Tijdschr Geneeskd.	\N	\N	\N	Ned Tijdschr Geneeskd.
5829	.Journal.%	\N	Nurs Pract.	\N	\N	\N	Nurs Pract.
5830	.Journal.%	\N	Nurs Success Today.	\N	\N	\N	Nurs Success Today.
5831	.Journal.%	\N	Nurs Stand.	\N	\N	\N	Nurs Stand.
5832	.Journal.%	\N	Ned Tijdschr Psychol.	\N	\N	\N	Ned Tijdschr Psychol.
5833	.Journal.%	\N	Ned Tijdschr Tandheelkd.	\N	\N	\N	Ned Tijdschr Tandheelkd.
5834	.Journal.%	\N	Ned Tijdschr Verloskd Gynaecol.	\N	\N	\N	Ned Tijdschr Verloskd Gynaecol.
5835	.Journal.%	\N	Neirofiziologiia.	\N	\N	\N	Neirofiziologiia.
5836	.Journal.%	\N	Navy Med.	\N	\N	\N	Navy Med.
5837	.Journal.%	\N	Neoplasma.	\N	\N	\N	Neoplasma.
5838	.Journal.%	\N	Nephron.	\N	\N	\N	Nephron.
5839	.Journal.%	\N	Nephrol Nurse.	\N	\N	\N	Nephrol Nurse.
5840	.Journal.%	\N	Nerv Sist.	\N	\N	\N	Nerv Sist.
5841	.Journal.%	\N	Nev Rnformation.	\N	\N	\N	Nev Rnformation.
5842	.Journal.%	\N	Nervenarzt.	\N	\N	\N	Nervenarzt.
5843	.Journal.%	\N	Neth J Med.	\N	\N	\N	Neth J Med.
5844	.Journal.%	\N	Neue Munch Beitr Gesch Med Naturwiss Medizinhist Reihe.	\N	\N	\N	Neue Munch Beitr Gesch Med Naturwiss Medizinhist Reihe.
5845	.Journal.%	\N	Nephrologie.	\N	\N	\N	Nephrologie.
5846	.Journal.%	\N	Neurobiol. Aging.	\N	\N	\N	Neurobiol. Aging.
5847	.Journal.%	\N	Neurobehav Toxicol.	\N	\N	\N	Neurobehav Toxicol.
5848	.Journal.%	\N	Neurobiology.	\N	\N	\N	Neurobiology.
5849	.Journal.%	\N	Neurochem. Res..	\N	\N	\N	Neurochem. Res..
5850	.Journal.%	\N	Neurochirurgia (Stuttg).	\N	\N	\N	Neurochirurgia (Stuttg).
5851	.Journal.%	\N	Neurochirurgie.	\N	\N	\N	Neurochirurgie.
5852	.Journal.%	\N	Neurobehav Toxicol Teratol.	\N	\N	\N	Neurobehav Toxicol Teratol.
5853	.Journal.%	\N	Neuroepidemiology.	\N	\N	\N	Neuroepidemiology.
5854	.Journal.%	\N	Neuropathol. Appl. Neurobiol..	\N	\N	\N	Neuropathol. Appl. Neurobiol..
5855	.Journal.%	\N	Neurocirugia.	\N	\N	\N	Neurocirugia.
5856	.Journal.%	\N	Neuroendocrinology.	\N	\N	\N	Neuroendocrinology.
5857	.Journal.%	\N	Neurol. Res..	\N	\N	\N	Neurol. Res..
5858	.Journal.%	\N	Neurol India.	\N	\N	\N	Neurol India.
5859	.Journal.%	\N	Neurol. Med. Chir. (Tokyo).	\N	\N	\N	Neurol. Med. Chir. (Tokyo).
5860	.Journal.%	\N	Neurol. Neurochir. Pol..	\N	\N	\N	Neurol. Neurochir. Pol..
5861	.Journal.%	\N	Neurol Neurochir Psychiatr Pol.	\N	\N	\N	Neurol Neurochir Psychiatr Pol.
5862	.Journal.%	\N	Neurol Neurocir Psiquiatr.	\N	\N	\N	Neurol Neurocir Psiquiatr.
5863	.Journal.%	\N	NYO Rep.	\N	\N	\N	NYO Rep.
5864	.Journal.%	\N	Neurol Psihiatr Neurochir.	\N	\N	\N	Neurol Psihiatr Neurochir.
5865	.Journal.%	\N	No Shinkei Geka.	\N	\N	\N	No Shinkei Geka.
5866	.Journal.%	\N	Neurologija.	\N	\N	\N	Neurologija.
5867	.Journal.%	\N	Neurology.	\N	\N	\N	Neurology.
5868	.Journal.%	\N	Neuropadiatrie.	\N	\N	\N	Neuropadiatrie.
5869	.Journal.%	\N	Neuropatol Pol.	\N	\N	\N	Neuropatol Pol.
5870	.Journal.%	\N	N Z Nurs Forum.	\N	\N	\N	N Z Nurs Forum.
5871	.Journal.%	\N	Neuropediatrics.	\N	\N	\N	Neuropediatrics.
5872	.Journal.%	\N	Neuropharmacology.	\N	\N	\N	Neuropharmacology.
5873	.Journal.%	\N	Neuropeptides.	\N	\N	\N	Neuropeptides.
5874	.Journal.%	\N	Neuropsychiatr Enfance Adolesc.	\N	\N	\N	Neuropsychiatr Enfance Adolesc.
5875	.Journal.%	\N	Neuropsihijatrija.	\N	\N	\N	Neuropsihijatrija.
5876	.Journal.%	\N	Neurosurgery.	\N	\N	\N	Neurosurgery.
5877	.Journal.%	\N	Neuropsychobiology.	\N	\N	\N	Neuropsychobiology.
5878	.Journal.%	\N	Neuropsychologia.	\N	\N	\N	Neuropsychologia.
5879	.Journal.%	\N	Neurosci. Behav. Physiol..	\N	\N	\N	Neurosci. Behav. Physiol..
5880	.Journal.%	\N	Neuroradiology.	\N	\N	\N	Neuroradiology.
5881	.Journal.%	\N	Neuroscis. Res..	\N	\N	\N	Neuroscis. Res..
5882	.Journal.%	\N	Neuroscience.	\N	\N	\N	Neuroscience.
5883	.Journal.%	\N	Neurosci Res Program Bull.	\N	\N	\N	Neurosci Res Program Bull.
5884	.Journal.%	\N	Nev Nurses Assoc Q Newsl.	\N	\N	\N	Nev Nurses Assoc Q Newsl.
5885	.Journal.%	\N	New Istanbul Contrib Clin Sci.	\N	\N	\N	New Istanbul Contrib Clin Sci.
5886	.Journal.%	\N	Natl Eng.	\N	\N	\N	Natl Eng.
5887	.Journal.%	\N	New Physician.	\N	\N	\N	New Physician.
5888	.Journal.%	\N	N Y Times Mag.	\N	\N	\N	N Y Times Mag.
5889	.Journal.%	\N	N Z Sch Dent Serv Gaz.	\N	\N	\N	N Z Sch Dent Serv Gaz.
5890	.Journal.%	\N	News Bull Indian Dent Assoc.	\N	\N	\N	News Bull Indian Dent Assoc.
5891	.Journal.%	\N	News Lett Florence Nightingale Int Nurs Assoc.	\N	\N	\N	News Lett Florence Nightingale Int Nurs Assoc.
5892	.Journal.%	\N	Newsl Biomed Saf Stand.	\N	\N	\N	Newsl Biomed Saf Stand.
5893	.Journal.%	\N	Newsette.	\N	\N	\N	Newsette.
5894	.Journal.%	\N	Newsl Int Coll Dent India Sect.	\N	\N	\N	Newsl Int Coll Dent India Sect.
5895	.Journal.%	\N	Newsl Am Acad Implant Dent.	\N	\N	\N	Newsl Am Acad Implant Dent.
5896	.Journal.%	\N	Newsl Wis League Nurs.	\N	\N	\N	Newsl Wis League Nurs.
5897	.Journal.%	\N	Niedersachs Zahnarztebl.	\N	\N	\N	Niedersachs Zahnarztebl.
5898	.Journal.%	\N	Nicar Odontol.	\N	\N	\N	Nicar Odontol.
5899	.Journal.%	\N	Niger Nurse.	\N	\N	\N	Niger Nurse.
5900	.Journal.%	\N	Nihon Igaku Hoshasen Gakkai Zasshi.	\N	\N	\N	Nihon Igaku Hoshasen Gakkai Zasshi.
5901	.Journal.%	\N	N J League Nurs News.	\N	\N	\N	N J League Nurs News.
5902	.Journal.%	\N	N J Nurse.	\N	\N	\N	N J Nurse.
5903	.Journal.%	\N	NJSNA Newsl.	\N	\N	\N	NJSNA Newsl.
5904	.Journal.%	\N	Perspectives (Montclair).	\N	\N	\N	Perspectives (Montclair).
5905	.Journal.%	\N	NLN Publ.	\N	\N	\N	NLN Publ.
5906	.Journal.%	\N	N M Dent J.	\N	\N	\N	N M Dent J.
5907	.Journal.%	\N	N M Nurse.	\N	\N	\N	N M Nurse.
5908	.Journal.%	\N	Nor Tannlaegeforen Tid.	\N	\N	\N	Nor Tannlaegeforen Tid.
5909	.Journal.%	\N	Nord Hyg Tidskr.	\N	\N	\N	Nord Hyg Tidskr.
5910	.Journal.%	\N	Nord Hyg Tidskr Suppl.	\N	\N	\N	Nord Hyg Tidskr Suppl.
5911	.Journal.%	\N	Nord Med.	\N	\N	\N	Nord Med.
5912	.Journal.%	\N	Nord Psykiatr Tidsskr.	\N	\N	\N	Nord Psykiatr Tidsskr.
5913	.Journal.%	\N	Nord Vet Med.	\N	\N	\N	Nord Vet Med.
5914	.Journal.%	\N	Norm Pathol Anat (Stuttg).	\N	\N	\N	Norm Pathol Anat (Stuttg).
5915	.Journal.%	\N	Northwest Dent.	\N	\N	\N	Northwest Dent.
5916	.Journal.%	\N	Northwest Med.	\N	\N	\N	Northwest Med.
5917	.Journal.%	\N	Dent Res Grad Study.	\N	\N	\N	Dent Res Grad Study.
5918	.Journal.%	\N	Nouv Presse Med.	\N	\N	\N	Nouv Presse Med.
5919	.Journal.%	\N	Nouv Rev Fr Hematol.	\N	\N	\N	Nouv Rev Fr Hematol.
5920	.Journal.%	\N	Nouv Rev Fr Hematol Blood Cells.	\N	\N	\N	Nouv Rev Fr Hematol Blood Cells.
5921	.Journal.%	\N	Nov Med Priborostr.	\N	\N	\N	Nov Med Priborostr.
5922	.Journal.%	\N	Nov Med Tekh v2.	\N	\N	\N	Nov Med Tekh v2.
5923	.Journal.%	\N	Nowotwory.	\N	\N	\N	Nowotwory.
5924	.Journal.%	\N	N S Med Bull.	\N	\N	\N	N S Med Bull.
5925	.Journal.%	\N	Bull Natl Tuberc Assoc.	\N	\N	\N	Bull Natl Tuberc Assoc.
5926	.Journal.%	\N	Bull Natl Tuberc Respir Dis Assoc.	\N	\N	\N	Bull Natl Tuberc Respir Dis Assoc.
5927	.Journal.%	\N	Nucl Med (Stuttg).	\N	\N	\N	Nucl Med (Stuttg).
5928	.Journal.%	\N	Nucleic Acids Res..	\N	\N	\N	Nucleic Acids Res..
5929	.Journal.%	\N	Nuklearmedizin.	\N	\N	\N	Nuklearmedizin.
5930	.Journal.%	\N	Nucleic Acids Symp. Ser..	\N	\N	\N	Nucleic Acids Symp. Ser..
5931	.Journal.%	\N	Nunt Radiol.	\N	\N	\N	Nunt Radiol.
5932	.Journal.%	\N	Nurse Educ Oppor Innov.	\N	\N	\N	Nurse Educ Oppor Innov.
5933	.Journal.%	\N	Nuovi Ann Ig Microbiol.	\N	\N	\N	Nuovi Ann Ig Microbiol.
5934	.Journal.%	\N	Nurs Care.	\N	\N	\N	Nurs Care.
5935	.Journal.%	\N	Nurs. Clin. North Am..	\N	\N	\N	Nurs. Clin. North Am..
5936	.Journal.%	\N	Nurs Educ Monogr.	\N	\N	\N	Nurs Educ Monogr.
5937	.Journal.%	\N	Nutr Cancer.	\N	\N	\N	Nutr Cancer.
5938	.Journal.%	\N	Nurs Forum.	\N	\N	\N	Nurs Forum.
5939	.Journal.%	\N	Nurs Homes.	\N	\N	\N	Nurs Homes.
5940	.Journal.%	\N	Nurs J India.	\N	\N	\N	Nurs J India.
5941	.Journal.%	\N	Nurs Mirror.	\N	\N	\N	Nurs Mirror.
5942	.Journal.%	\N	Nurs Forum (Auckl).	\N	\N	\N	Nurs Forum (Auckl).
5943	.Journal.%	\N	Nurs J Singapore.	\N	\N	\N	Nurs J Singapore.
5944	.Journal.%	\N	Nurs Montreal.	\N	\N	\N	Nurs Montreal.
5945	.Journal.%	\N	Nurs News.	\N	\N	\N	Nurs News.
5946	.Journal.%	\N	Nurs News (Meriden).	\N	\N	\N	Nurs News (Meriden).
5947	.Journal.%	\N	Nurs Outlook.	\N	\N	\N	Nurs Outlook.
5948	.Journal.%	\N	Nurs Pap.	\N	\N	\N	Nurs Pap.
5949	.Journal.%	\N	Nurs Res.	\N	\N	\N	Nurs Res.
5950	.Journal.%	\N	Nurs Res Conf.	\N	\N	\N	Nurs Res Conf.
5951	.Journal.%	\N	Nurs Res Rep.	\N	\N	\N	Nurs Res Rep.
5952	.Journal.%	\N	Nurs Sci.	\N	\N	\N	Nurs Sci.
5953	.Journal.%	\N	Nurs Times.	\N	\N	\N	Nurs Times.
5954	.Journal.%	\N	Ahot Beyisrael.	\N	\N	\N	Ahot Beyisrael.
5955	.Journal.%	\N	Nurse Pract.	\N	\N	\N	Nurse Pract.
5956	.Journal.%	\N	Nursing (Brux).	\N	\N	\N	Nursing (Brux).
5957	.Journal.%	\N	Nursing.	\N	\N	\N	Nursing.
5958	.Journal.%	\N	Nutr Abstr Rev.	\N	\N	\N	Nutr Abstr Rev.
5959	.Journal.%	\N	Nursing (Lond).	\N	\N	\N	Nursing (Lond).
5960	.Journal.%	\N	Nurs Life.	\N	\N	\N	Nurs Life.
5961	.Journal.%	\N	Neurosci Biobehav Rev.	\N	\N	\N	Neurosci Biobehav Rev.
5962	.Journal.%	\N	Neurosci. Res. Suppl..	\N	\N	\N	Neurosci. Res. Suppl..
5963	.Journal.%	\N	New Era Nurs Image Int.	\N	\N	\N	New Era Nurs Image Int.
5964	.Journal.%	\N	Natl Underwrit Life Health.	\N	\N	\N	Natl Underwrit Life Health.
5965	.Journal.%	\N	Neurochem Pathol.	\N	\N	\N	Neurochem Pathol.
5966	.Journal.%	\N	Nurs Adm Q.	\N	\N	\N	Nurs Adm Q.
5967	.Journal.%	\N	Nutr Dieta Eur Rev Nutr Diet.	\N	\N	\N	Nutr Dieta Eur Rev Nutr Diet.
5968	.Journal.%	\N	Neurotoxicology.	\N	\N	\N	Neurotoxicology.
5969	.Journal.%	\N	Neurosci. Res..	\N	\N	\N	Neurosci. Res..
5970	.Journal.%	\N	NIHAE Bull.	\N	\N	\N	NIHAE Bull.
5971	.Journal.%	\N	Ned Tijdschr Gerontol.	\N	\N	\N	Ned Tijdschr Gerontol.
5972	.Journal.%	\N	Nutr Metab.	\N	\N	\N	Nutr Metab.
5973	.Journal.%	\N	Nurse Educ.	\N	\N	\N	Nurse Educ.
5974	.Journal.%	\N	Nurses Lamp.	\N	\N	\N	Nurses Lamp.
5975	.Journal.%	\N	Natl Hosp Health Care.	\N	\N	\N	Natl Hosp Health Care.
5976	.Journal.%	\N	Nutr. Rev..	\N	\N	\N	Nutr. Rev..
5977	.Journal.%	\N	N Y J Dent.	\N	\N	\N	N Y J Dent.
5978	.Journal.%	\N	Nouv Com Int Cathol Infirm Assist Med Soc.	\N	\N	\N	Nouv Com Int Cathol Infirm Assist Med Soc.
5979	.Journal.%	\N	N Y State Dent J.	\N	\N	\N	N Y State Dent J.
5980	.Journal.%	\N	Newsl Springfield Dent Soc.	\N	\N	\N	Newsl Springfield Dent Soc.
5981	.Journal.%	\N	Nucl Med Commun.	\N	\N	\N	Nucl Med Commun.
5982	.Journal.%	\N	N Y State J Med.	\N	\N	\N	N Y State J Med.
5983	.Journal.%	\N	Nurs Que.	\N	\N	\N	Nurs Que.
5984	.Journal.%	\N	N Y State Nurse.	\N	\N	\N	N Y State Nurse.
5985	.Journal.%	\N	Nurs Leadersh.	\N	\N	\N	Nurs Leadersh.
5986	.Journal.%	\N	Nurs Sci Q.	\N	\N	\N	Nurs Sci Q.
5987	.Journal.%	\N	Nutr Health.	\N	\N	\N	Nutr Health.
5988	.Journal.%	\N	N Y Univ J Dent.	\N	\N	\N	N Y Univ J Dent.
5989	.Journal.%	\N	Nurs Focus.	\N	\N	\N	Nurs Focus.
5990	.Journal.%	\N	NYSSNTA J.	\N	\N	\N	NYSSNTA J.
5991	.Journal.%	\N	Natl Inst Health Consens Dev Conf Summ.	\N	\N	\N	Natl Inst Health Consens Dev Conf Summ.
5992	.Journal.%	\N	N Z Dent J.	\N	\N	\N	N Z Dent J.
5993	.Journal.%	\N	N. Z. Med. J..	\N	\N	\N	N. Z. Med. J..
5994	.Journal.%	\N	N Z Hosp.	\N	\N	\N	N Z Hosp.
5995	.Journal.%	\N	N Z Nurs J.	\N	\N	\N	N Z Nurs J.
5996	.Journal.%	\N	Nurs Manage.	\N	\N	\N	Nurs Manage.
5997	.Journal.%	\N	Bull N Z Soc Periodontol.	\N	\N	\N	Bull N Z Soc Periodontol.
5998	.Journal.%	\N	N Z Vet J.	\N	\N	\N	N Z Vet J.
5999	.Journal.%	\N	Obstet Gynecol.	\N	\N	\N	Obstet Gynecol.
6000	.Journal.%	\N	Occas Newsl Lindsay Club.	\N	\N	\N	Occas Newsl Lindsay Club.
6001	.Journal.%	\N	Obstet Gynecol Annu.	\N	\N	\N	Obstet Gynecol Annu.
6002	.Journal.%	\N	Obstet Gynecol Surv.	\N	\N	\N	Obstet Gynecol Surv.
6003	.Journal.%	\N	Nurs J (Manila).	\N	\N	\N	Nurs J (Manila).
6004	.Journal.%	\N	Nurs Careers.	\N	\N	\N	Nurs Careers.
6005	.Journal.%	\N	Nurs Educ Microworld.	\N	\N	\N	Nurs Educ Microworld.
6006	.Journal.%	\N	Occup Health (Auckl).	\N	\N	\N	Occup Health (Auckl).
6007	.Journal.%	\N	Occup Health (Lond).	\N	\N	\N	Occup Health (Lond).
6008	.Journal.%	\N	Occup Health Nurs.	\N	\N	\N	Occup Health Nurs.
6009	.Journal.%	\N	Occup Health Nurse (Auckl).	\N	\N	\N	Occup Health Nurse (Auckl).
6010	.Journal.%	\N	Occup Health Saf.	\N	\N	\N	Occup Health Saf.
6011	.Journal.%	\N	Acta Acad Med Wuhan.	\N	\N	\N	Acta Acad Med Wuhan.
6012	.Journal.%	\N	Occup Health Rev.	\N	\N	\N	Occup Health Rev.
6013	.Journal.%	\N	Odont.	\N	\N	\N	Odont.
6014	.Journal.%	\N	Odontes.	\N	\N	\N	Odontes.
6015	.Journal.%	\N	Odontiatriki.	\N	\N	\N	Odontiatriki.
6016	.Journal.%	\N	Riv Odontoiatr Amici Brugg.	\N	\N	\N	Riv Odontoiatr Amici Brugg.
6017	.Journal.%	\N	Ondontol Bonaer.	\N	\N	\N	Ondontol Bonaer.
6018	.Journal.%	\N	Odontoiatr Prat.	\N	\N	\N	Odontoiatr Prat.
6019	.Journal.%	\N	Odontoiatr Rev Iberoam Med Boca.	\N	\N	\N	Odontoiatr Rev Iberoam Med Boca.
6020	.Journal.%	\N	Odontol Mexico.	\N	\N	\N	Odontol Mexico.
6021	.Journal.%	\N	Odontol Atual.	\N	\N	\N	Odontol Atual.
6022	.Journal.%	\N	Odontol Din.	\N	\N	\N	Odontol Din.
6023	.Journal.%	\N	Riv Odontostomatol Implantoprotesi.	\N	\N	\N	Riv Odontostomatol Implantoprotesi.
6024	.Journal.%	\N	Odontol Capixaba.	\N	\N	\N	Odontol Capixaba.
6025	.Journal.%	\N	Odontol Conserv.	\N	\N	\N	Odontol Conserv.
6026	.Journal.%	\N	Odontol Bull.	\N	\N	\N	Odontol Bull.
6027	.Journal.%	\N	Odontol Chil.	\N	\N	\N	Odontol Chil.
6028	.Journal.%	\N	Odontol Foren Tidskr.	\N	\N	\N	Odontol Foren Tidskr.
6029	.Journal.%	\N	Odontol Jalisc.	\N	\N	\N	Odontol Jalisc.
6030	.Journal.%	\N	Odontol Peru.	\N	\N	\N	Odontol Peru.
6031	.Journal.%	\N	Odontol Revy.	\N	\N	\N	Odontol Revy.
6032	.Journal.%	\N	Your Okla Dent Assoc J.	\N	\N	\N	Your Okla Dent Assoc J.
6033	.Journal.%	\N	Arsb Odontol Samf Finl.	\N	\N	\N	Arsb Odontol Samf Finl.
6034	.Journal.%	\N	Odontol Tidskr.	\N	\N	\N	Odontol Tidskr.
6035	.Journal.%	\N	Odontol Urug.	\N	\N	\N	Odontol Urug.
6036	.Journal.%	\N	Odontologo.	\N	\N	\N	Odontologo.
6037	.Journal.%	\N	Odontologia (Lima).	\N	\N	\N	Odontologia (Lima).
6038	.Journal.%	\N	Shigaku.	\N	\N	\N	Shigaku.
6039	.Journal.%	\N	Odontoprotesi.	\N	\N	\N	Odontoprotesi.
6040	.Journal.%	\N	OHMS Dig.	\N	\N	\N	OHMS Dig.
6041	.Journal.%	\N	Odontostomatol Proodos.	\N	\N	\N	Odontostomatol Proodos.
6042	.Journal.%	\N	Offentl Gesundheitswes.	\N	\N	\N	Offentl Gesundheitswes.
6043	.Journal.%	\N	Oftalmol Zh.	\N	\N	\N	Oftalmol Zh.
6044	.Journal.%	\N	Obstet. Gynecol. Clin. North Am..	\N	\N	\N	Obstet. Gynecol. Clin. North Am..
6045	.Journal.%	\N	Ohio Dent J.	\N	\N	\N	Ohio Dent J.
6046	.Journal.%	\N	Osterr Zahnprothet.	\N	\N	\N	Osterr Zahnprothet.
6047	.Journal.%	\N	Ohio Nurses Rev.	\N	\N	\N	Ohio Nurses Rev.
6048	.Journal.%	\N	OH.	\N	\N	\N	OH.
6049	.Journal.%	\N	Ohio State Med J.	\N	\N	\N	Ohio State Med J.
6050	.Journal.%	\N	Okajimas Folia Anat Jpn.	\N	\N	\N	Okajimas Folia Anat Jpn.
6051	.Journal.%	\N	Okla Nurse.	\N	\N	\N	Okla Nurse.
6052	.Journal.%	\N	Omnia Med Ther.	\N	\N	\N	Omnia Med Ther.
6053	.Journal.%	\N	Ohio Med.	\N	\N	\N	Ohio Med.
6054	.Journal.%	\N	ONA J.	\N	\N	\N	ONA J.
6055	.Journal.%	\N	One One.	\N	\N	\N	One One.
6056	.Journal.%	\N	Onkologie.	\N	\N	\N	Onkologie.
6057	.Journal.%	\N	Oncology.	\N	\N	\N	Oncology.
6058	.Journal.%	\N	Ophthalmology.	\N	\N	\N	Ophthalmology.
6059	.Journal.%	\N	Onderstepoort J. Vet. Res..	\N	\N	\N	Onderstepoort J. Vet. Res..
6060	.Journal.%	\N	OR Manager.	\N	\N	\N	OR Manager.
