bmkegId	viewType	locked	vpdmfLabel	namespace	thumbnail
4101	.Journal.%	\N	Hosp Admin Curr.	\N	\N
4102	.Journal.%	\N	Hosp Community Psychiatry.	\N	\N
4103	.Journal.%	\N	Hosp Adm (New Delhi).	\N	\N
4104	.Journal.%	\N	Hosp Admitting Mon.	\N	\N
4105	.Journal.%	\N	Hosp Equip Supplies.	\N	\N
4106	.Journal.%	\N	Hosp Secur Saf Manage.	\N	\N
4107	.Journal.%	\N	Hosp Manage.	\N	\N
4108	.Journal.%	\N	Hosp Libr.	\N	\N
4109	.Journal.%	\N	Hosp Peer Rev.	\N	\N
4110	.Journal.%	\N	Hosp Prog.	\N	\N
4111	.Journal.%	\N	Hosp Pract.	\N	\N
4112	.Journal.%	\N	Hosp Mater Manage Q.	\N	\N
4113	.Journal.%	\N	Hosp Physician.	\N	\N
4114	.Journal.%	\N	Hosp Top.	\N	\N
4115	.Journal.%	\N	Hosp Dev.	\N	\N
4116	.Journal.%	\N	Hospital (Rio J).	\N	\N
4117	.Journal.%	\N	Hosp Bond Rev.	\N	\N
4118	.Journal.%	\N	Hosp Forum.	\N	\N
4119	.Journal.%	\N	Hosp Food Nutr Focus.	\N	\N
4120	.Journal.%	\N	Hospitals.	\N	\N
4121	.Journal.%	\N	Hosp Infect Control.	\N	\N
4122	.Journal.%	\N	Hosp Manager.	\N	\N
4123	.Journal.%	\N	HSMHA Health Rep.	\N	\N
4124	.Journal.%	\N	Hosp Eng.	\N	\N
4125	.Journal.%	\N	Hum Biol.	\N	\N
4126	.Journal.%	\N	Home Health Rev.	\N	\N
4127	.Journal.%	\N	Hum Biol Oceania.	\N	\N
4128	.Journal.%	\N	Hum Dev.	\N	\N
4129	.Journal.%	\N	IARC Monogr Eval Carcinog Risk Chem Man.	\N	\N
4130	.Journal.%	\N	IARC Monogr Eval Carcinog Risk Chem Hum.	\N	\N
4131	.Journal.%	\N	Hum Factors.	\N	\N
4132	.Journal.%	\N	Hum Physiol.	\N	\N
4133	.Journal.%	\N	Hum Hered.	\N	\N
4134	.Journal.%	\N	Hosp Manage Commun.	\N	\N
4135	.Journal.%	\N	Hua Xi Yi Ke Da Xue Xue Bao.	\N	\N
4136	.Journal.%	\N	Hum Pathol.	\N	\N
4137	.Journal.%	\N	Hum Genet.	\N	\N
4138	.Journal.%	\N	Humangenetik.	\N	\N
4139	.Journal.%	\N	Gene Amplif Anal.	\N	\N
4140	.Journal.%	\N	Health Pract Physician Assist.	\N	\N
4141	.Journal.%	\N	Genitourin Med.	\N	\N
4142	.Journal.%	\N	Genomics.	\N	\N
4143	.Journal.%	\N	Gerontion.	\N	\N
4144	.Journal.%	\N	Hyg Ment.	\N	\N
4145	.Journal.%	\N	Hosp Adm (Chic).	\N	\N
4146	.Journal.%	\N	Hygie.	\N	\N
4147	.Journal.%	\N	Geriatr Nurs (Lond).	\N	\N
4148	.Journal.%	\N	Gerodontology.	\N	\N
4149	.Journal.%	\N	Hum Organ.	\N	\N
4150	.Journal.%	\N	Hum Resour Manage.	\N	\N
4151	.Journal.%	\N	Hum Toxicol.	\N	\N
4152	.Journal.%	\N	Hybridoma.	\N	\N
4155	.Journal.%	\N	IDAA Commun.	\N	\N
4156	.Journal.%	\N	Concern Care Aging.	\N	\N
4157	.Journal.%	\N	IEEE Trans Biomed Eng.	\N	\N
4158	.Journal.%	\N	ICD Sci Educ J.	\N	\N
4159	.Journal.%	\N	Image J Nurs Sch.	\N	\N
4160	.Journal.%	\N	Ig Mod.	\N	\N
4161	.Journal.%	\N	Immunol Rev.	\N	\N
4162	.Journal.%	\N	Impact Sci Soc.	\N	\N
4163	.Journal.%	\N	Implantologist.	\N	\N
4164	.Journal.%	\N	Important Adv Oncol.	\N	\N
4165	.Journal.%	\N	IADS Newsl.	\N	\N
4166	.Journal.%	\N	IEEE Trans Syst Man Cybern.	\N	\N
4167	.Journal.%	\N	Ill Dent J.	\N	\N
4168	.Journal.%	\N	Innovations.	\N	\N
4170	.Journal.%	\N	Image (IN).	\N	\N
4171	.Journal.%	\N	Images Marquette Univ Dent Reflections.	\N	\N
4172	.Journal.%	\N	Immun Infekt.	\N	\N
4173	.Journal.%	\N	Immunochemistry.	\N	\N
4174	.Journal.%	\N	Immunobiology.	\N	\N
4175	.Journal.%	\N	Immunol Commun.	\N	\N
4176	.Journal.%	\N	Grants Mag.	\N	\N
4177	.Journal.%	\N	Health Care Secur Saf Manage.	\N	\N
4178	.Journal.%	\N	Immunology.	\N	\N
4179	.Journal.%	\N	Immunol Cell Biol.	\N	\N
4180	.Journal.%	\N	Imprint.	\N	\N
4181	.Journal.%	\N	In Vitro.	\N	\N
4182	.Journal.%	\N	Ind Med Surg.	\N	\N
4183	.Journal.%	\N	Indent [Engl].	\N	\N
4184	.Journal.%	\N	Spec Rep Ser Indian Counc Med Res.	\N	\N
4185	.Journal.%	\N	In Vitro Monogr.	\N	\N
4186	.Journal.%	\N	Hawaii Nurses Pipeline.	\N	\N
4188	.Journal.%	\N	Indian Heart J.	\N	\N
4189	.Journal.%	\N	Indian Heart J Teach Ser.	\N	\N
4190	.Journal.%	\N	Health Med Care Serv Rev.	\N	\N
4191	.Journal.%	\N	Health Mark Q.	\N	\N
4192	.Journal.%	\N	Higashi Nippon Shigaku Zasshi.	\N	\N
4193	.Journal.%	\N	Indian J Biochem Biophys.	\N	\N
4194	.Journal.%	\N	Health Care Financ Rev.	\N	\N
4195	.Journal.%	\N	Indian J Cancer.	\N	\N
4196	.Journal.%	\N	Indian J Chest Dis.	\N	\N
4197	.Journal.%	\N	Indian J Chest Dis Allied Sci.	\N	\N
4198	.Journal.%	\N	Immunogenetics.	\N	\N
4199	.Journal.%	\N	Immunol Invest.	\N	\N
4200	.Journal.%	\N	G Ital Dermatol Venereol.	\N	\N
4201	.Journal.%	\N	Health Law Vigil.	\N	\N
4203	.Journal.%	\N	Immunol Lett.	\N	\N
4204	.Journal.%	\N	Immunol Suppl.	\N	\N
4205	.Journal.%	\N	Indian J Dermatol.	\N	\N
4206	.Journal.%	\N	G Ital Oncol.	\N	\N
4207	.Journal.%	\N	Indian J Exp Biol.	\N	\N
4208	.Journal.%	\N	Home Health Care Serv Q.	\N	\N
4209	.Journal.%	\N	Indian J Gastroenterol.	\N	\N
4210	.Journal.%	\N	Indian J Med Res.	\N	\N
4211	.Journal.%	\N	Indian J Med Sci.	\N	\N
4212	.Journal.%	\N	Int J Oral Maxillofac Implants.	\N	\N
4213	.Journal.%	\N	J Am Med Rec Assoc.	\N	\N
4215	.Journal.%	\N	Indian J Ophthalmol.	\N	\N
4216	.Journal.%	\N	Indicator.	\N	\N
4217	.Journal.%	\N	Hypertension.	\N	\N
4218	.Journal.%	\N	Indian J Pathol Bacteriol.	\N	\N
4219	.Journal.%	\N	Indian J Pathol Microbiol.	\N	\N
4220	.Journal.%	\N	Health Care (Don Mills).	\N	\N
4221	.Journal.%	\N	Indian J Pediatr.	\N	\N
4222	.Journal.%	\N	IARC Sci Publ.	\N	\N
4223	.Journal.%	\N	Can J Otolaryngol Suppl.	\N	\N
4224	.Journal.%	\N	Indian J Physiol Pharmacol.	\N	\N
4225	.Journal.%	\N	Health Commun Informatics.	\N	\N
4226	.Journal.%	\N	Glia.	\N	\N
4227	.Journal.%	\N	Indian J Public Health.	\N	\N
4228	.Journal.%	\N	Indian Med J.	\N	\N
4229	.Journal.%	\N	Inflammation.	\N	\N
4230	.Journal.%	\N	Indian Pediatr.	\N	\N
4231	.Journal.%	\N	Indian Pract.	\N	\N
4232	.Journal.%	\N	Hansenol Int.	\N	\N
4233	.Journal.%	\N	Indian Vet J.	\N	\N
4234	.Journal.%	\N	Indiana Nurse.	\N	\N
4235	.Journal.%	\N	Impressions (Orange).	\N	\N
4236	.Journal.%	\N	Inf Dent.	\N	\N
4238	.Journal.%	\N	Infect Control Dig.	\N	\N
4239	.Journal.%	\N	Infect Control Urol Care.	\N	\N
4240	.Journal.%	\N	Gastroenterol Clin North Am.	\N	\N
4241	.Journal.%	\N	Inf Odontostomatol.	\N	\N
4242	.Journal.%	\N	Inf Orthod Kieferorthop.	\N	\N
4243	.Journal.%	\N	Inf Psychiatr.	\N	\N
4244	.Journal.%	\N	Inforum.	\N	\N
4245	.Journal.%	\N	Infect Immun.	\N	\N
4246	.Journal.%	\N	Infection.	\N	\N
4247	.Journal.%	\N	Infirm Can.	\N	\N
4248	.Journal.%	\N	Infirm Fr.	\N	\N
4249	.Journal.%	\N	Infirm Haiti.	\N	\N
4250	.Journal.%	\N	Infusionsther Klin Ernahr.	\N	\N
4251	.Journal.%	\N	Inhaled Part.	\N	\N
4253	.Journal.%	\N	Infirmiere.	\N	\N
4254	.Journal.%	\N	Infirm Aux.	\N	\N
4255	.Journal.%	\N	Injury.	\N	\N
4256	.Journal.%	\N	Infusionsther Klin Ernahr Sonderh.	\N	\N
4257	.Journal.%	\N	Inquiry.	\N	\N
4258	.Journal.%	\N	Interiors.	\N	\N
4259	.Journal.%	\N	Int Endod J.	\N	\N
4260	.Journal.%	\N	Int Anesthesiol Clin.	\N	\N
4261	.Journal.%	\N	Int Arch Allergy Appl Immunol.	\N	\N
4262	.Journal.%	\N	Infusionstherapie.	\N	\N
4263	.Journal.%	\N	Interferon.	\N	\N
4264	.Journal.%	\N	Int Adv Surg Oncol.	\N	\N
4265	.Journal.%	\N	In Pract.	\N	\N
4266	.Journal.%	\N	Int Arch Arbeitsmed.	\N	\N
4267	.Journal.%	\N	Intensivmed Prax.	\N	\N
4268	.Journal.%	\N	Int Arch Occup Environ Health.	\N	\N
4269	.Journal.%	\N	Ind Health Care.	\N	\N
4270	.Journal.%	\N	Int Dent J.	\N	\N
4271	.Journal.%	\N	Int J Clin Pharmacol Ther Toxicol.	\N	\N
4272	.Journal.%	\N	Newsl Am Acad Health Adm.	\N	\N
4273	.Journal.%	\N	Int J Addict.	\N	\N
4274	.Journal.%	\N	Int Fam Plann Dig.	\N	\N
4275	.Journal.%	\N	Int J Aging Hum Dev.	\N	\N
4276	.Journal.%	\N	Int J Androl.	\N	\N
4277	.Journal.%	\N	Int J Appl Radiat Isot.	\N	\N
4278	.Journal.%	\N	Int J Artif Organs.	\N	\N
4279	.Journal.%	\N	Int J Biol Res Pregnancy.	\N	\N
4280	.Journal.%	\N	Int J Biomed Comput.	\N	\N
4282	.Journal.%	\N	Int J Biometeorol.	\N	\N
4283	.Journal.%	\N	IARC Monogr Eval Carcinog Risk Chem Hum Suppl.	\N	\N
4284	.Journal.%	\N	Int J Cancer.	\N	\N
4285	.Journal.%	\N	Int J Chronobiol.	\N	\N
4286	.Journal.%	\N	Int J Cardiol.	\N	\N
4287	.Journal.%	\N	Int J Clin Exp Hypn.	\N	\N
4288	.Journal.%	\N	AMHC Forum.	\N	\N
4289	.Journal.%	\N	Int J Clin Pharmacol.	\N	\N
4290	.Journal.%	\N	Int J Clin Pharmacol Biopharm.	\N	\N
4291	.Journal.%	\N	Int J Dermatol.	\N	\N
4292	.Journal.%	\N	Int J Environ Anal Chem.	\N	\N
4293	.Journal.%	\N	Int J Equilib Res.	\N	\N
4294	.Journal.%	\N	Int J Epidemiol.	\N	\N
4295	.Journal.%	\N	Int J Fertil.	\N	\N
4296	.Journal.%	\N	Int J Gynecol Pathol.	\N	\N
4297	.Journal.%	\N	Int J Obes.	\N	\N
4298	.Journal.%	\N	Int J Clin Pharmacol Res.	\N	\N
4299	.Journal.%	\N	Int J Forensic Dent.	\N	\N
4300	.Journal.%	\N	Int Orthop.	\N	\N
4301	.Journal.%	\N	Int J Group Psychother.	\N	\N
4302	.Journal.%	\N	Int J Immunopharmacol.	\N	\N
4303	.Journal.%	\N	Int J Health Serv.	\N	\N
4304	.Journal.%	\N	Int J Sports Med.	\N	\N
4305	.Journal.%	\N	Int J Rehabil Res.	\N	\N
4306	.Journal.%	\N	Int J Cancer Suppl.	\N	\N
4307	.Journal.%	\N	Growth Dev Aging.	\N	\N
4308	.Journal.%	\N	Int J Law Psychiatry.	\N	\N
4309	.Journal.%	\N	Int J Lepr.	\N	\N
4310	.Journal.%	\N	Int J Neurol.	\N	\N
4311	.Journal.%	\N	Int J Pediatr Otorhinolaryngol.	\N	\N
4312	.Journal.%	\N	Int J Neurosci.	\N	\N
4313	.Journal.%	\N	Int J Nucl Med Biol.	\N	\N
4314	.Journal.%	\N	Int J Neuropharmacol.	\N	\N
4315	.Journal.%	\N	Int J Neuropsychiatry.	\N	\N
4316	.Journal.%	\N	Int J Nurs Stud.	\N	\N
4317	.Journal.%	\N	Int J Orthod.	\N	\N
4318	.Journal.%	\N	Int J Oral Surg.	\N	\N
4319	.Journal.%	\N	Int J Parasitol.	\N	\N
4320	.Journal.%	\N	Int J Occup Health Saf.	\N	\N
4321	.Journal.%	\N	Int J Pept Protein Res.	\N	\N
4322	.Journal.%	\N	Int J Oral Myol.	\N	\N
4323	.Journal.%	\N	Int Ophthalmol.	\N	\N
4324	.Journal.%	\N	Int J Psychiatry.	\N	\N
4325	.Journal.%	\N	Int J Pediatr Nephrol.	\N	\N
4326	.Journal.%	\N	Int J Orofacial Myology.	\N	\N
4327	.Journal.%	\N	Int J Psychiatry Med.	\N	\N
4328	.Journal.%	\N	Int J Psychoanal.	\N	\N
4329	.Journal.%	\N	G Stomatol Ortognatodonzia.	\N	\N
4330	.Journal.%	\N	Int J Psychoanal Psychother.	\N	\N
4331	.Journal.%	\N	Int J Radiat Biol Relat Stud Phys Chem Med.	\N	\N
4332	.Journal.%	\N	Int Rehabil Med.	\N	\N
4333	.Journal.%	\N	Int J Microcirc Clin Exp.	\N	\N
4334	.Journal.%	\N	Gac Sanit.	\N	\N
4335	.Journal.%	\N	Int J Soc Psychiatry.	\N	\N
4336	.Journal.%	\N	Int Rescuer.	\N	\N
4337	.Journal.%	\N	Int J Periodontics Restorative Dent.	\N	\N
4338	.Journal.%	\N	Int J Partial Hosp.	\N	\N
4339	.Journal.%	\N	Int J Psychosom.	\N	\N
4340	.Journal.%	\N	Int J Vitam Nutr Res.	\N	\N
4341	.Journal.%	\N	Int J Tissue React.	\N	\N
4342	.Journal.%	\N	Int J Technol Assess Health Care.	\N	\N
4343	.Journal.%	\N	Int J Zoonoses.	\N	\N
4344	.Journal.%	\N	Infect Control.	\N	\N
4345	.Journal.%	\N	Int Nurs Rev.	\N	\N
4346	.Journal.%	\N	Int Ophthalmol Clin.	\N	\N
4347	.Journal.%	\N	Int Rev Physiol.	\N	\N
4348	.Journal.%	\N	Int Psychiatry Clin.	\N	\N
4349	.Journal.%	\N	Int Pharmacopsychiatry.	\N	\N
4350	.Journal.%	\N	Int Rev Connect Tissue Res.	\N	\N
4351	.Journal.%	\N	Int Rev Cytol.	\N	\N
4352	.Journal.%	\N	Int Rev Cytol Suppl.	\N	\N
4353	.Journal.%	\N	Int Rev Exp Pathol.	\N	\N
4354	.Journal.%	\N	Int Rev Neurobiol.	\N	\N
4356	.Journal.%	\N	Int Rev Trop Med.	\N	\N
4357	.Journal.%	\N	Int Surg.	\N	\N
4358	.Journal.%	\N	Int Urol Nephrol.	\N	\N
4359	.Journal.%	\N	AHA Hosp Technol Ser.	\N	\N
4360	.Journal.%	\N	Int Symp Fluorid Prev Dent.	\N	\N
4361	.Journal.%	\N	Int Z Angew Physiol.	\N	\N
4362	.Journal.%	\N	Int Z Klin Pharmakol Ther Toxikol.	\N	\N
4363	.Journal.%	\N	Int Z Vitam Ernahrungsforsch Beih.	\N	\N
4364	.Journal.%	\N	Int Z Vitaminforsch.	\N	\N
4365	.Journal.%	\N	Invasion Metastasis.	\N	\N
4366	.Journal.%	\N	Internist Prax.	\N	\N
4367	.Journal.%	\N	Internist (Berl).	\N	\N
4368	.Journal.%	\N	Internist.	\N	\N
4369	.Journal.%	\N	Intervirology.	\N	\N
4370	.Journal.%	\N	Invest Ophthalmol.	\N	\N
4371	.Journal.%	\N	Invest Ophthalmol Vis Sci.	\N	\N
4372	.Journal.%	\N	Invest New Drugs.	\N	\N
4373	.Journal.%	\N	Invest Radiol.	\N	\N
4374	.Journal.%	\N	Investor Owned Hosp Rev.	\N	\N
4375	.Journal.%	\N	Invest Urol.	\N	\N
4376	.Journal.%	\N	Ion Exch Membr.	\N	\N
4377	.Journal.%	\N	Iowa Dent Bull.	\N	\N
4378	.Journal.%	\N	Iowa Dent J.	\N	\N
4379	.Journal.%	\N	Iowa Med.	\N	\N
4380	.Journal.%	\N	Iowa State Univ Vet.	\N	\N
4381	.Journal.%	\N	Ir J Med Sci.	\N	\N
4382	.Journal.%	\N	Ir Med J.	\N	\N
4383	.Journal.%	\N	Ir Nurs Hosp World.	\N	\N
4384	.Journal.%	\N	Ir Nurs News.	\N	\N
4385	.Journal.%	\N	Ir Nurses J.	\N	\N
4386	.Journal.%	\N	Iraqi Dent J.	\N	\N
4387	.Journal.%	\N	Iryo.	\N	\N
4388	.Journal.%	\N	IRCS J Med Sci.	\N	\N
4389	.Journal.%	\N	ISA Trans.	\N	\N
4390	.Journal.%	\N	Isis.	\N	\N
4391	.Journal.%	\N	Isozymes Curr Top Biol Med Res.	\N	\N
4392	.Journal.%	\N	Hum Genet Suppl.	\N	\N
4393	.Journal.%	\N	Isr Ann Psychiatr Relat Discip.	\N	\N
4394	.Journal.%	\N	Isr J Med Sci.	\N	\N
4395	.Journal.%	\N	Refuat Hapeh Vehashinayim.	\N	\N
4396	.Journal.%	\N	Isr J Zool.	\N	\N
4397	.Journal.%	\N	Immunopharmacology.	\N	\N
4398	.Journal.%	\N	Issues.	\N	\N
4399	.Journal.%	\N	Issues Ment Health Nurs.	\N	\N
4400	.Journal.%	\N	Isr J Psychiatry Relat Sci.	\N	\N
4401	.Journal.%	\N	Issled Genet.	\N	\N
4402	.Journal.%	\N	Issues Law Med.	\N	\N
4403	.Journal.%	\N	Istanbul Univ Dishekim Fak Derg.	\N	\N
4404	.Journal.%	\N	Ital Gen Rev Dermatol.	\N	\N
4405	.Journal.%	\N	Ital J Biochem.	\N	\N
4406	.Journal.%	\N	Ital J Neurol Sci.	\N	\N
4407	.Journal.%	\N	Ital J Surg Sci.	\N	\N
4408	.Journal.%	\N	Ital J Orthop Traumatol.	\N	\N
4409	.Journal.%	\N	Ital J Orthop Traumatol Suppl.	\N	\N
4410	.Journal.%	\N	Izv Akad Nauk SSSR Biol.	\N	\N
4411	.Journal.%	\N	Izv Inst Fiziol (Sofiia).	\N	\N
4412	.Journal.%	\N	Izv Mikrobiol Inst (Sofiia).	\N	\N
4413	.Journal.%	\N	Intensive Care Med.	\N	\N
4415	.Journal.%	\N	J Abnorm Child Psychol.	\N	\N
4416	.Journal.%	\N	Issues Health Care Women.	\N	\N
4417	.Journal.%	\N	J Abnorm Psychol.	\N	\N
4418	.Journal.%	\N	J Acad Gen Dent.	\N	\N
4419	.Journal.%	\N	J Acoust Soc Am.	\N	\N
4420	.Journal.%	\N	J Adv Nurs.	\N	\N
4421	.Journal.%	\N	J Agric Food Chem.	\N	\N
4422	.Journal.%	\N	J Prof Nurs.	\N	\N
4423	.Journal.%	\N	J Air Pollut Control Assoc.	\N	\N
4424	.Journal.%	\N	J Affect Disord.	\N	\N
4425	.Journal.%	\N	J Ala Dent Assoc.	\N	\N
4426	.Journal.%	\N	J All India Dent Assoc.	\N	\N
4427	.Journal.%	\N	J Ambul Care Manage.	\N	\N
4428	.Journal.%	\N	J All India Ophthalmol Soc.	\N	\N
4429	.Journal.%	\N	J Am Coll Cardiol.	\N	\N
4430	.Journal.%	\N	J Am Coll Nutr.	\N	\N
4431	.Journal.%	\N	J Allergy Clin Immunol.	\N	\N
4432	.Journal.%	\N	J Am Acad Child Psychiatry.	\N	\N
4433	.Journal.%	\N	J Am Acad Gold Foil Oper.	\N	\N
4434	.Journal.%	\N	J Am Assoc Nurse Anesth.	\N	\N
4435	.Journal.%	\N	J Am Chem Soc.	\N	\N
4436	.Journal.%	\N	J Am Coll Dent.	\N	\N
4437	.Journal.%	\N	J Am Coll Health Assoc.	\N	\N
4438	.Journal.%	\N	J Am Coll Health.	\N	\N
4439	.Journal.%	\N	J Am Dent Assoc.	\N	\N
4440	.Journal.%	\N	J Am Dent Hyg Assoc.	\N	\N
4441	.Journal.%	\N	J Am Dent Soc Anesthesiol.	\N	\N
4442	.Journal.%	\N	J Am Diet Assoc.	\N	\N
4443	.Journal.%	\N	J Am Geriatr Soc.	\N	\N
4444	.Journal.%	\N	J Am Health Care Assoc.	\N	\N
4445	.Journal.%	\N	J Am Inst Homeopath.	\N	\N
4446	.Journal.%	\N	J Am Inst Plann.	\N	\N
4447	.Journal.%	\N	J Am Med Womens Assoc.	\N	\N
4448	.Journal.%	\N	J Am Oil Chem Soc.	\N	\N
4449	.Journal.%	\N	J Am Optom Assoc.	\N	\N
4450	.Journal.%	\N	J Am Pharm Assoc.	\N	\N
4451	.Journal.%	\N	J Am Plann Assoc.	\N	\N
4452	.Journal.%	\N	J Appl Toxicol.	\N	\N
4453	.Journal.%	\N	J Biochem Biophys Methods.	\N	\N
4454	.Journal.%	\N	J Assoc Hosp Med Educ.	\N	\N
4455	.Journal.%	\N	J Econ Bus.	\N	\N
4456	.Journal.%	\N	J Auton Nerv Syst.	\N	\N
4457	.Journal.%	\N	J Am Assoc Nephrol Nurses Tech.	\N	\N
4458	.Journal.%	\N	J Audiov Media Med.	\N	\N
4459	.Journal.%	\N	J Am Podiatry Assoc.	\N	\N
4460	.Journal.%	\N	J Am Psychoanal Assoc.	\N	\N
4461	.Journal.%	\N	J Am Intraocul Implant Soc.	\N	\N
4462	.Journal.%	\N	J Hosp Admit Manage.	\N	\N
4463	.Journal.%	\N	J Am Insur.	\N	\N
4464	.Journal.%	\N	J Am Soc Geriatr Dent.	\N	\N
4465	.Journal.%	\N	J Allied Health.	\N	\N
4466	.Journal.%	\N	J Anglocont Dent Soc.	\N	\N
4467	.Journal.%	\N	J Am Audiol Soc.	\N	\N
4468	.Journal.%	\N	J Am Soc Prev Dent.	\N	\N
4469	.Journal.%	\N	J Am Acad Psychoanal.	\N	\N
4470	.Journal.%	\N	J Am Aud Soc.	\N	\N
4471	.Journal.%	\N	J Am Soc Inf Sci.	\N	\N
4472	.Journal.%	\N	J Am Soc Psychosom Dent Med.	\N	\N
4473	.Journal.%	\N	Int J Psychophysiol.	\N	\N
4474	.Journal.%	\N	IMJ Ill Med J.	\N	\N
4475	.Journal.%	\N	Jordemodern.	\N	\N
4476	.Journal.%	\N	J Appl Physiol.	\N	\N
4477	.Journal.%	\N	J Adolesc Health Care.	\N	\N
4478	.Journal.%	\N	J Am Soc Study Orthod.	\N	\N
4479	.Journal.%	\N	JCAH Perspect.	\N	\N
4480	.Journal.%	\N	J Am Acad Gnathol Orthop.	\N	\N
4481	.Journal.%	\N	J Am Vener Dis Assoc.	\N	\N
4482	.Journal.%	\N	J Am Vet Med Assoc.	\N	\N
4483	.Journal.%	\N	J Anal Psychol.	\N	\N
4484	.Journal.%	\N	J Androl.	\N	\N
4485	.Journal.%	\N	Jpn J Cancer Res.	\N	\N
4486	.Journal.%	\N	J Anat.	\N	\N
4487	.Journal.%	\N	J Anim Sci.	\N	\N
4488	.Journal.%	\N	Hosp Cap Finance.	\N	\N
4489	.Journal.%	\N	Home Care Econ.	\N	\N
4490	.Journal.%	\N	J Antibiot (Tokyo).	\N	\N
4491	.Journal.%	\N	Healthc Forum J.	\N	\N
4492	.Journal.%	\N	Hear Res.	\N	\N
4493	.Journal.%	\N	Health Care Women Int.	\N	\N
4494	.Journal.%	\N	J Antibiot [B].	\N	\N
4495	.Journal.%	\N	J Antimicrob Chemother.	\N	\N
4496	.Journal.%	\N	J Appl Behav Sci.	\N	\N
4497	.Journal.%	\N	J APDSA (Tokyo).	\N	\N
4498	.Journal.%	\N	Hawaii Dent J.	\N	\N
4499	.Journal.%	\N	Healthc Forum.	\N	\N
4500	.Journal.%	\N	J Appl Bacteriol.	\N	\N
4501	.Journal.%	\N	J Appl Behav Anal.	\N	\N
4502	.Journal.%	\N	Nippon Rai Gakkai Zasshi.	\N	\N
4503	.Journal.%	\N	J Appl Nutr.	\N	\N
4504	.Journal.%	\N	J Appl Biochem.	\N	\N
4505	.Journal.%	\N	Healthspan.	\N	\N
4506	.Journal.%	\N	Healthc Exec Curr.	\N	\N
4507	.Journal.%	\N	J Appl Physiol.	\N	\N
4508	.Journal.%	\N	J Appl Physiol.	\N	\N
4509	.Journal.%	\N	Hematol Pathol.	\N	\N
4510	.Journal.%	\N	Healthc Exec.	\N	\N
4511	.Journal.%	\N	Health Matrix.	\N	\N
4512	.Journal.%	\N	J Appl Psychol.	\N	\N
4513	.Journal.%	\N	Hematol Oncol Clin North Am.	\N	\N
4514	.Journal.%	\N	Health Policy.	\N	\N
4515	.Journal.%	\N	In Vitro Cell Dev Biol.	\N	\N
4516	.Journal.%	\N	Heart Vessels.	\N	\N
4517	.Journal.%	\N	Int Disabil Stud.	\N	\N
4518	.Journal.%	\N	Heart Vessels Suppl.	\N	\N
4519	.Journal.%	\N	J Ark Med Soc.	\N	\N
4520	.Journal.%	\N	J Assoc Adv Med Instrum.	\N	\N
4521	.Journal.%	\N	J Assoc Care Child Hosp.	\N	\N
4522	.Journal.%	\N	J Asthma.	\N	\N
4523	.Journal.%	\N	Healthc Manage Forum.	\N	\N
4524	.Journal.%	\N	J Assoc Off Anal Chem.	\N	\N
4525	.Journal.%	\N	Health Facil Manage.	\N	\N
4526	.Journal.%	\N	J Assoc Phys Ment Rehabil.	\N	\N
4527	.Journal.%	\N	J Biol Photogr.	\N	\N
4528	.Journal.%	\N	Int J Instr Media.	\N	\N
4529	.Journal.%	\N	J Am Acad Child Adolesc Psychiatry.	\N	\N
4530	.Journal.%	\N	J Assoc Physicians India.	\N	\N
4531	.Journal.%	\N	J Asthma Res.	\N	\N
4532	.Journal.%	\N	J Atheroscler Res.	\N	\N
4533	.Journal.%	\N	J Aud Res.	\N	\N
4534	.Journal.%	\N	J Aust Inst Surg Dent Tech.	\N	\N
4535	.Journal.%	\N	Hosp Guest Relations Rep.	\N	\N
4536	.Journal.%	\N	J Autism Child Schizophr.	\N	\N
4537	.Journal.%	\N	J Autism Dev Disord.	\N	\N
4538	.Journal.%	\N	J Aux Odontol.	\N	\N
4539	.Journal.%	\N	Inter Des.	\N	\N
4540	.Journal.%	\N	J Bacteriol.	\N	\N
4541	.Journal.%	\N	J Belge Med Phys Rehabil.	\N	\N
4542	.Journal.%	\N	J Baltimore Coll Dent Surg.	\N	\N
4543	.Journal.%	\N	Princess Takamatsu Symp.	\N	\N
4545	.Journal.%	\N	J Belge Med Phys.	\N	\N
4546	.Journal.%	\N	J Belge Radiol.	\N	\N
4547	.Journal.%	\N	J Belge Rhumatol Med Phys.	\N	\N
4548	.Journal.%	\N	J Bergen Cty Dent Soc.	\N	\N
4549	.Journal.%	\N	J Clin Psychiatry.	\N	\N
4550	.Journal.%	\N	J Clin Apheresis.	\N	\N
4551	.Journal.%	\N	Contract Inter.	\N	\N
4552	.Journal.%	\N	J Biochem (Tokyo).	\N	\N
4553	.Journal.%	\N	J Biocommun.	\N	\N
4554	.Journal.%	\N	J Bioenerg.	\N	\N
4555	.Journal.%	\N	J Bioenerg Biomembr.	\N	\N
4556	.Journal.%	\N	J Biol Buccale.	\N	\N
4557	.Journal.%	\N	J Bioeng.	\N	\N
4558	.Journal.%	\N	Health Ind Today.	\N	\N
4559	.Journal.%	\N	J Biol Chem.	\N	\N
4560	.Journal.%	\N	J Biol Photogr Assoc.	\N	\N
4562	.Journal.%	\N	J Biol Stand.	\N	\N
4563	.Journal.%	\N	J Biomech.	\N	\N
4564	.Journal.%	\N	J Auton Pharmacol.	\N	\N
4565	.Journal.%	\N	J Biomater Dent.	\N	\N
