bmkegId	viewType	locked	vpdmfLabel	namespace	thumbnail
35923	.Scientist.%	\N	M Yukie	\N	\N
35924	.Scientist.%	\N	E Iwai	\N	\N
35925	.Resource.%.Publication.%.Article.%	\N	"Shammah-Lagnado, Negrão (1981), `Efferent connections of the olfactory bulb in the opossum (Didelphis marsupialis aurita): a Fink-Heimer study.` J Comp Neurol 201:51-63"	\N	\N
35926	.Scientist.%	\N	SJ Shammah-Lagnado	\N	\N
35927	.Scientist.%	\N	N Negrão	\N	\N
35928	.Resource.%.Publication.%.Article.%	\N	"Schweizer (1981), `The connections of the inferior colliculus and the organization of the brainstem auditory system in the greater horseshoe bat (Rhinolophus ferrumequinum).` J Comp Neurol 201:25-49"	\N	\N
35929	.Scientist.%	\N	H Schweizer	\N	\N
35930	.Resource.%.Publication.%.Article.%	\N	"Sur, Weller, Kaas (1981), `Physiological and anatomical evidence for a discontinuous representation of the trunk in S-I of tree shrews.` J Comp Neurol 201:135-47"	\N	\N
35931	.Resource.%.Publication.%.Article.%	\N	"Sur, Weller, Kaas (1981), `The organization of somatosensory area II in tree shrews.` J Comp Neurol 201:121-33"	\N	\N
35932	.Resource.%.Publication.%.Article.%	\N	"Donoghue, Kitai (1981), `A collateral pathway to the neostriatum from corticofugal neurons of the rat sensory-motor cortex: an intracellular HRP study.` J Comp Neurol 201:1-13"	\N	\N
35933	.Resource.%.Publication.%.Article.%	\N	"Dixon, Eng (1981), `Glial fibrillary acidic protein in the optic nerve of the developing albino rat: an immunoperoxidase study of paraffin-embedded tissue.` J Comp Neurol 201:15-24"	\N	\N
35934	.Scientist.%	\N	RG Dixon	\N	\N
35935	.Resource.%.Publication.%.Article.%	\N	"Gibson, Polak, Bloom, Wall (1981), `The distribution of nine peptides in rat spinal cord with special emphasis on the substantia gelatinosa and on the area around the central canal (lamina X).` J Comp Neurol 201:65-79"	\N	\N
35936	.Scientist.%	\N	SJ Gibson	\N	\N
35937	.Scientist.%	\N	JM Polak	\N	\N
35938	.Scientist.%	\N	SR Bloom	\N	\N
35939	.Resource.%.Publication.%.Article.%	\N	"Antonini, Berlucchi, Di Stefano, Marzi (1981), `Differences in binocular interactions between cortical areas 17 and 18 and superior colliculus of Siamese cats.` J Comp Neurol 200:597-611"	\N	\N
35940	.Scientist.%	\N	M Di Stefano	\N	\N
35941	.Resource.%.Publication.%.Article.%	\N	"Hickey, Guillery (1981), `A study of Golgi preparations from the human lateral geniculate nucleus.` J Comp Neurol 200:545-77"	\N	\N
35942	.Resource.%.Publication.%.Article.%	\N	"Ten Donkelaar, De Boer-Van Huizen (1981), `Ascending projections of the brain stem reticular formation in a nonmammalian vertebrate (the lizard Varanus exanthematicus), with notes on the afferent connections of the forebrain.` J Comp Neurol 200:501-28"	\N	\N
35943	.Resource.%.Publication.%.Article.%	\N	"Pappas, Strick (1981), `Anatomical demonstration of multiple representation in the forelimb region of the cat motor cortex.` J Comp Neurol 200:491-500"	\N	\N
35944	.Scientist.%	\N	CL Pappas	\N	\N
35945	.Resource.%.Publication.%.Article.%	\N	"Pappas, Strick (1981), `Physiological demonstration of multiple representation in the forelimb region of the cat motor cortex.` J Comp Neurol 200:481-90"	\N	\N
35946	.Resource.%.Publication.%.Article.%	\N	"McConnell, Berry (1981), `The effects of refeeding after varying periods of neonatal undernutrition on the morphology of Purkinje cells in the cerebellum of the rat.` J Comp Neurol 200:463-79"	\N	\N
35947	.Resource.%.Publication.%.Article.%	\N	"Silvey (1981), `The distal limb motor neurons in the thoracic ganglion of the spiny lobster.` J Comp Neurol 200:579-95"	\N	\N
35948	.Scientist.%	\N	GE Silvey	\N	\N
35949	.Resource.%.Publication.%.Article.%	\N	"McLachlan, Oldfield (1981), `Some observations on the catecholaminergic innervation of the intermediate zone of the thoracolumbar spinal cord of the cat.` J Comp Neurol 200:529-44"	\N	\N
35950	.Resource.%.Publication.%.Article.%	\N	"Laurberg, Zimmer (1981), `Lesion-induced sprouting of hippocampal mossy fiber collaterals to the fascia dentata in developing and adult rats.` J Comp Neurol 200:433-59"	\N	\N
35951	.Resource.%.Publication.%.Article.%	\N	"Barbas, Mesulam (1981), `Organization of afferent input to subdivisions of area 8 in the rhesus monkey.` J Comp Neurol 200:407-31"	\N	\N
35952	.Scientist.%	\N	H Barbas	\N	\N
35953	.Resource.%.Publication.%.Article.%	\N	"Juurlink, Fedoroff, Hall, Nathaniel (1981), `Astrocyte cell lineage. I. Astrocyte progenitor cells in mouse neopallium.` J Comp Neurol 200:375-91"	\N	\N
35954	.Scientist.%	\N	BH Juurlink	\N	\N
35955	.Scientist.%	\N	S Fedoroff	\N	\N
35956	.Scientist.%	\N	C Hall	\N	\N
35957	.Scientist.%	\N	EJ Nathaniel	\N	\N
35958	.Resource.%.Publication.%.Article.%	\N	"Meininger, Baudrimont (1981), `Postnatal modifications of the dendritic tree of cells in the inferior colliculus of the cat. A quantitative Golgi analysis.` J Comp Neurol 200:339-55"	\N	\N
35959	.Scientist.%	\N	V Meininger	\N	\N
35960	.Scientist.%	\N	M Baudrimont	\N	\N
35961	.Resource.%.Publication.%.Article.%	\N	"Watanabe (1981), `Development of axosomatic synapses of the Xenopus spinal cord with special reference to subsurface cisterns and C-type synapses.` J Comp Neurol 200:323-8"	\N	\N
35962	.Resource.%.Publication.%.Article.%	\N	"Zalewski (1981), `Regeneration of taste buds after reinnervation of a denervated tongue papilla by a normally nongustatory nerve.` J Comp Neurol 200:309-14"	\N	\N
35963	.Scientist.%	\N	AA Zalewski	\N	\N
35964	.Resource.%.Publication.%.Article.%	\N	"Pollack, Muhlach, Liebig (1981), `Neurotropic influence of mesenchymal limb target tissue on spinal cord neurite growth in vitro.` J Comp Neurol 200:393-405"	\N	\N
35965	.Scientist.%	\N	ED Pollack	\N	\N
35966	.Scientist.%	\N	WL Muhlach	\N	\N
35967	.Scientist.%	\N	V Liebig	\N	\N
35968	.Resource.%.Publication.%.Article.%	\N	"Popper (1981), `Comparative scanning electron microscopic investigations of the sensory epithelia in the teleost sacculus and lagena.` J Comp Neurol 200:357-74"	\N	\N
35969	.Resource.%.Publication.%.Article.%	\N	"Aronsson, Enemar (1981), `On the structural and phyletic origin of the aminergic nerves of the hypophysis of frog tadpoles (Rana temporaria) with special reference to pars distalis.` J Comp Neurol 200:315-21"	\N	\N
35970	.Scientist.%	\N	S Aronsson	\N	\N
35971	.Scientist.%	\N	A Enemar	\N	\N
35972	.Resource.%.Publication.%.Article.%	\N	"Heritage, Stumpf, Sar, Grant (1981), `(3-H)-dihydrotestosterone in catecholamine neurons of rat brain stem: combined localization by autoradiography and formaldehyde-induced fluorescence.` J Comp Neurol 200:289-307"	\N	\N
35973	.Resource.%.Publication.%.Article.%	\N	"McConnell (1981), `Identification of early neurons in the brainstem and spinal cord. II. An autoradiographic study in the mouse.` J Comp Neurol 200:273-88"	\N	\N
35974	.Resource.%.Publication.%.Article.%	\N	"Rubertone, Haines (1981), `Secondary vestibulocerebellar projections to flocculonodular lobe in a prosimian primate, Galago senegalensis.` J Comp Neurol 200:255-72"	\N	\N
35975	.Resource.%.Publication.%.Article.%	\N	"Raczkowski, Diamond (1981), `Projections from the superior colliculus and the neocortex to the pulvinar nucleus in Galago.` J Comp Neurol 200:231-54"	\N	\N
35976	.Resource.%.Publication.%.Article.%	\N	"Kimura, McGeer, Peng, McGeer (1981), `The central cholinergic system studied by choline acetyltransferase immunohistochemistry in the cat.` J Comp Neurol 200:151-201"	\N	\N
35977	.Scientist.%	\N	JH Peng	\N	\N
35978	.Resource.%.Publication.%.Article.%	\N	"Jaeger, Lund (1981), `Transplantation of embryonic occipital cortex to the brain of newborn rats: a Golgi study of mature and developing transplants.` J Comp Neurol 200:213-30"	\N	\N
35979	.Resource.%.Publication.%.Article.%	\N	"Whitington, Seifert (1981), `Identified neurons in an insect embryo: the pattern of neurons innervating the metathoracic leg of the locust.` J Comp Neurol 200:203-12"	\N	\N
35980	.Scientist.%	\N	E Seifert	\N	\N
35981	.Resource.%.Publication.%.Article.%	\N	"Balaban, Ulinski (1981), `Organization of thalamic afferents to anterior dorsal ventricular ridge in turtles. I. Projections of thalamic nuclei.` J Comp Neurol 200:95-129"	\N	\N
35982	.Scientist.%	\N	CD Balaban	\N	\N
35983	.Resource.%.Publication.%.Article.%	\N	"Shaw, Alley (1981), `Generation of the ocular motor nuclei and their cell types in the rabbit.` J Comp Neurol 200:69-82"	\N	\N
35984	.Scientist.%	\N	MD Shaw	\N	\N
35985	.Scientist.%	\N	KE Alley	\N	\N
35986	.Resource.%.Publication.%.Article.%	\N	"Reh, Kalil (1981), `Development of the pyramidal tract in the hamster. I. A light microscopic study.` J Comp Neurol 200:55-67"	\N	\N
35987	.Scientist.%	\N	T Reh	\N	\N
35988	.Resource.%.Publication.%.Article.%	\N	"Tao-Cheng, Hirosawa, Nakajima, Peng (1981), `Freeze-fracture study of the crayfish stretch receptor.` J Comp Neurol 200:23-38"	\N	\N
35989	.Scientist.%	\N	JH Tao-Cheng	\N	\N
35990	.Scientist.%	\N	K Hirosawa	\N	\N
35991	.Scientist.%	\N	HB Peng	\N	\N
35992	.Resource.%.Publication.%.Article.%	\N	"Balaban, Ulinski (1981), `Organization of thalamic afferents to anterior dorsal ventricular ridge in turtles. II. Properties of the rotundo-dorsal map.` J Comp Neurol 200:131-50"	\N	\N
35993	.Resource.%.Publication.%.Article.%	\N	"Yazulla (1981), `GABAergic synapses in the goldfish retina: an autoradiographic study of 3H-muscimol and 3H-GABA binding.` J Comp Neurol 200:83-93"	\N	\N
35994	.Resource.%.Publication.%.Article.%	\N	"Hirosawa, Tao-Cheng, Nakajima, Tisdale (1981), `Thin-section and freeze-fracture studies of crayfish stretch receptor synapses including the reciprocal inhibitory synapse.` J Comp Neurol 200:39-53"	\N	\N
35995	.Resource.%.Publication.%.Article.%	\N	"Tao-Cheng, Hirosawa, Nakajima (1981), `Ultrastructure of the crayfish stretch receptor in relation to its function.` J Comp Neurol 200:1-21"	\N	\N
35996	.Resource.%.Publication.%.Article.%	\N	"McLaughlin, Boykins (1981), `Freeze-fracture study of photoreceptor outer segments and pigment epithelium in dystrophic and normal retinas.` J Comp Neurol 199:553-67"	\N	\N
35997	.Scientist.%	\N	LG Boykins	\N	\N
35998	.Resource.%.Publication.%.Article.%	\N	"Nordlander, Singer, Beck, Singer (1981), `An ultrastructural examination of early ventral root formation in amphibia.` J Comp Neurol 199:535-51"	\N	\N
35999	.Scientist.%	\N	JF Singer	\N	\N
36000	.Scientist.%	\N	R Beck	\N	\N
36001	.Resource.%.Publication.%.Article.%	\N	"de Lanerolle, Elde, Sparber, Frick (1981), `Distribution of methionine-enkephalin immunoreactivity in the chick brain: an immunohistochemical study.` J Comp Neurol 199:513-33"	\N	\N
36002	.Scientist.%	\N	NC de Lanerolle	\N	\N
36003	.Scientist.%	\N	RP Elde	\N	\N
36004	.Scientist.%	\N	SB Sparber	\N	\N
36005	.Scientist.%	\N	M Frick	\N	\N
36006	.Resource.%.Publication.%.Article.%	\N	"Robertson, Cunningham (1981), `Organization of corticothalamic projections from parietal cortex in cat.` J Comp Neurol 199:569-85"	\N	\N
36007	.Resource.%.Publication.%.Article.%	\N	"Wyss (1981), `An autoradiographic study of the efferent connections of the entorhinal cortex in the rat.` J Comp Neurol 199:495-512"	\N	\N
36008	.Resource.%.Publication.%.Article.%	\N	"Rowe, Wilson, Rapaport (1981), `Conduction of velocity groups in the optic nerve of the North American opossum (Didelphis virginiana): retinal origins and central projections.` J Comp Neurol 199:481-93"	\N	\N
36009	.Resource.%.Publication.%.Article.%	\N	"Sutherland, Nunnemacher (1981), `Fibers in spinal nerves of tree frogs: Eleutherodactylus and Hyla.` J Comp Neurol 202:415-20"	\N	\N
36010	.Resource.%.Publication.%.Article.%	\N	"Rubel, Smith, Steward (1981), `Sprouting in the avian brainstem auditory pathway: dependence on dendritic integrity.` J Comp Neurol 202:397-414"	\N	\N
36011	.Scientist.%	\N	ZD Smith	\N	\N
36012	.Resource.%.Publication.%.Article.%	\N	"Conlee, Parks (1981), `Age- and position-dependent effects of monaural acoustic deprivation in nucleus magnocellularis of the chicken.` J Comp Neurol 202:373-84"	\N	\N
36013	.Resource.%.Publication.%.Article.%	\N	"Ygge, Aldskogius, Grant (1981), `Asymmetries and symmetries in the number of thoracic dorsal root ganglion cells.` J Comp Neurol 202:365-72"	\N	\N
36014	.Scientist.%	\N	J Ygge	\N	\N
36015	.Scientist.%	\N	G Grant	\N	\N
36016	.Resource.%.Publication.%.Article.%	\N	"Grant, Ygge (1981), `Somatotopic organization of the thoracic spinal nerve in the dorsal horn demonstrated with transganglionic degeneration.` J Comp Neurol 202:357-64"	\N	\N
36017	.Resource.%.Publication.%.Article.%	\N	"Ottersen (1981), `Afferent connections to the amygdaloid complex of the rat with some observations in the cat. III. Afferents from the lower brain stem.` J Comp Neurol 202:335-56"	\N	\N
36018	.Resource.%.Publication.%.Article.%	\N	"Cooper, Rakic (1981), `Neurogenetic gradients in the superior and inferior colliculi of the rhesus monkey.` J Comp Neurol 202:309-34"	\N	\N
36019	.Resource.%.Publication.%.Article.%	\N	"Mize, Spencer, Sterling (1981), `Neurons and glia in cat superior colliculus accumulate [3H]gamma-aminobutyric acid (GABA).` J Comp Neurol 202:385-96"	\N	\N
36020	.Resource.%.Publication.%.Article.%	\N	"Beal, Penny, Bicknell (1981), `Structural diversity of marginal (lamina I) neurons in the adult monkey (Macaca mulatta) lumbosacral spinal cord: a golgi study.` J Comp Neurol 202:237-54"	\N	\N
36021	.Scientist.%	\N	JE Penny	\N	\N
36022	.Scientist.%	\N	HR Bicknell	\N	\N
36023	.Resource.%.Publication.%.Article.%	\N	"Dunlop, Beazley (1981), `Changing retinal ganglion cell distribution in the frog Heleioporus eyrei.` J Comp Neurol 202:221-36"	\N	\N
36024	.Scientist.%	\N	SA Dunlop	\N	\N
36025	.Scientist.%	\N	LD Beazley	\N	\N
36026	.Resource.%.Publication.%.Article.%	\N	"Ryan, Arnold (1981), `Evidence for cholinergic participation in the control of bird song; acetylcholinesterase distribution and muscarinic receptor autoradiography in the zebra finch brain.` J Comp Neurol 202:211-9"	\N	\N
36027	.Scientist.%	\N	SM Ryan	\N	\N
36028	.Resource.%.Publication.%.Article.%	\N	"Montgomery (1981), `Origin of the parallel fibers in the cerebellar crest overlying the intermediate nucleus of the elasmobranch hindbrain.` J Comp Neurol 202:185-91"	\N	\N
36029	.Scientist.%	\N	JC Montgomery	\N	\N
36030	.Resource.%.Publication.%.Article.%	\N	"Stewart, Wiley (1981), `Structural and histochemical features of the avian blood-brain barrier.` J Comp Neurol 202:157-67"	\N	\N
36031	.Scientist.%	\N	PA Stewart	\N	\N
36032	.Scientist.%	\N	MJ Wiley	\N	\N
36033	.Resource.%.Publication.%.Article.%	\N	"Burne, Azizi, Mihailoff, Woodward (1981), `The tectopontine projection the the rat with comments on visual pathways to the basilar pons.` J Comp Neurol 202:287-307"	\N	\N
36034	.Resource.%.Publication.%.Article.%	\N	"Illing, Wässle (1981), `The retinal projection to the thalamus in the cat: a quantitative investigation and a comparison with the retinotectal pathway.` J Comp Neurol 202:265-85"	\N	\N
36035	.Scientist.%	\N	RB Illing	\N	\N
36036	.Scientist.%	\N	H Wässle	\N	\N
36037	.Resource.%.Publication.%.Article.%	\N	"Beal, Bicknell (1981), `Primary afferent distribution pattern in the marginal zone (lamina 1) of adult monkey and cat lumbosacral spinal cord.` J Comp Neurol 202:255-63"	\N	\N
36038	.Resource.%.Publication.%.Article.%	\N	"Kai-Kai, Pentreath (1981), `The structure, distribution, and quantitative relationships of the glia in the abdominal ganglia of the horse leech, Haemopis sanguisuga.` J Comp Neurol 202:193-210"	\N	\N
36039	.Scientist.%	\N	MA Kai-Kai	\N	\N
36040	.Scientist.%	\N	VW Pentreath	\N	\N
36041	.Resource.%.Publication.%.Article.%	\N	"Armour, Hopkins (1981), `Localization of sympathetic postganglionic neurons of physiologically identified cardiac nerves in the dog.` J Comp Neurol 202:169-84"	\N	\N
36042	.Scientist.%	\N	JA Armour	\N	\N
36043	.Resource.%.Publication.%.Article.%	\N	"Stein, Gaither (1981), `Sensory representation in reptilian optic tectum: some comparisons with mammals.` J Comp Neurol 202:69-87"	\N	\N
36044	.Scientist.%	\N	NS Gaither	\N	\N
36045	.Resource.%.Publication.%.Article.%	\N	"Parks (1981), `Changes in the length and organization of nucleus laminaris dendrites after unilateral otocyst ablation in chick embryos.` J Comp Neurol 202:47-57"	\N	\N
36046	.Resource.%.Publication.%.Article.%	\N	"Heathcote (1981), `Differentiation of an identified sensory neuron (SR) and associated structures (CTO) in grasshopper embryos.` J Comp Neurol 202:1-18"	\N	\N
36047	.Resource.%.Publication.%.Article.%	\N	"Matsumoto, Scalia (1981), `Long-term survival of centrally projecting axons in the optic nerve of the frog following destruction of the retina.` J Comp Neurol 202:135-55"	\N	\N
36048	.Scientist.%	\N	DE Matsumoto	\N	\N
36049	.Resource.%.Publication.%.Article.%	\N	"Kamei, Shiosaka, Senba, Takagi, Sakanaka, Inagaki, Takatsuki, Nakai, Imai, Itakura, Komai, Tohyama (1981), `Comparative anatomy of the distribution of catecholamines within the inferior olivary complex from teleosts to primates.` J Comp Neurol 202:125-33"	\N	\N
36050	.Scientist.%	\N	I Kamei	\N	\N
36051	.Scientist.%	\N	S Shiosaka	\N	\N
36052	.Scientist.%	\N	E Senba	\N	\N
36053	.Scientist.%	\N	H Takagi	\N	\N
36054	.Scientist.%	\N	M Sakanaka	\N	\N
36055	.Scientist.%	\N	S Inagaki	\N	\N
36056	.Scientist.%	\N	K Takatsuki	\N	\N
36057	.Scientist.%	\N	K Nakai	\N	\N
36058	.Scientist.%	\N	H Imai	\N	\N
36059	.Scientist.%	\N	T Itakura	\N	\N
36060	.Scientist.%	\N	N Komai	\N	\N
36061	.Resource.%.Publication.%.Article.%	\N	"Pettigrew (1981), `Brainstem afferents to the torus semicircularis of the Queensland cane toad (Bufo marinus).` J Comp Neurol 202:59-68"	\N	\N
36062	.Scientist.%	\N	AG Pettigrew	\N	\N
36063	.Resource.%.Publication.%.Article.%	\N	"Lund, Hendrickson, Ogren, Tobin (1981), `Anatomical organization of primate visual cortex area VII.` J Comp Neurol 202:19-45"	\N	\N
36064	.Scientist.%	\N	EA Tobin	\N	\N
36065	.Resource.%.Publication.%.Article.%	\N	"Inagaki, Shiosaka, Takatsuki, Sakanaka, Takagi, Senba, Matsuzaki, Tohyama (1981), `Distribution of somatostatin in the frog brain, Rana catesbiana, in relation to location of catecholamine-containing neuron system.` J Comp Neurol 202:89-101"	\N	\N
36066	.Scientist.%	\N	T Matsuzaki	\N	\N
36067	.Resource.%.Publication.%.Article.%	\N	"Shiosaka, Takatsuki, Inagaki, Sakanaka, Takagi, Senba, Matsuzaki, Tohyama (1981), `Topographic atlas of somatostatin-containing neuron system in the avian brain in relation to catecholamine-containing neuron system. II. Mesencephalon, rhombencephalon, and spinal cord.` J Comp Neurol 202:115-24"	\N	\N
36068	.Resource.%.Publication.%.Article.%	\N	"Takatsuki, Shiosaka, Inagaki, Sakanaka, Takagi, Senba, Matsuzaki, Tohyama (1981), `Topographic atlas of somatostatin-containing neurons system in the avian brain in relation to catecholamine-containing neurons system. I. Telencephalon and diencephalon.` J Comp Neurol 202:103-13"	\N	\N
36069	.Resource.%.Publication.%.Article.%	\N	"Morrell, Greenberger, Pfaff (1981), `Hypothalamic, other diencephalic, and telencephalic neurons that project to the dorsal midbrain.` J Comp Neurol 201:589-620"	\N	\N
36070	.Scientist.%	\N	LM Greenberger	\N	\N
36071	.Resource.%.Publication.%.Article.%	\N	"Kosaka, Hama (1981), `Ruffed cell: a new type of neuron with a distinctive initial unmyelinated portion of the axon in the olfactory bulb of the goldfish (Carassius auratus). III. Three-dimensional structure of the ruffed cell dendrite.` J Comp Neurol 201:571-87"	\N	\N
36072	.Resource.%.Publication.%.Article.%	\N	"Corwin (1981), `Postembryonic production and aging in inner ear hair cells in sharks.` J Comp Neurol 201:541-53"	\N	\N
36073	.Scientist.%	\N	JT Corwin	\N	\N
36074	.Resource.%.Publication.%.Article.%	\N	"Gattass, Gross, Sandell (1981), `Visual topography of V2 in the macaque.` J Comp Neurol 201:519-39"	\N	\N
36075	.Scientist.%	\N	CG Gross	\N	\N
36076	.Scientist.%	\N	JH Sandell	\N	\N
36077	.Resource.%.Publication.%.Article.%	\N	"Bentley, Toroian-Raymond (1981), `Embryonic and postembryonic morphogenesis of a grasshopper interneuron.` J Comp Neurol 201:507-18"	\N	\N
36078	.Scientist.%	\N	D Bentley	\N	\N
36079	.Scientist.%	\N	A Toroian-Raymond	\N	\N
36080	.Resource.%.Publication.%.Article.%	\N	"Updyke (1981), `Projections from visual areas of the middle suprasylvian sulcus onto the lateral posterior complex and adjacent thalamic nuclei in cat.` J Comp Neurol 201:477-506"	\N	\N
36081	.Resource.%.Publication.%.Article.%	\N	"McDonald, Mitchell (1981), `The neural pathway involved in ""efferent inhibition"" of chemoreceptors in the cat carotid body.` J Comp Neurol 201:457-76"	\N	\N
36082	.Scientist.%	\N	RA Mitchell	\N	\N
36083	.Resource.%.Publication.%.Article.%	\N	"Goshgarian, Rafols (1981), `The phrenic nucleus of th albino rat: a correlative HRP and Golgi study.` J Comp Neurol 201:441-56"	\N	\N
36084	.Scientist.%	\N	HG Goshgarian	\N	\N
36085	.Resource.%.Publication.%.Article.%	\N	"Morgan, Nadelhaft, de Groat (1981), `The distribution of visceral primary afferents from the pelvic nerve to Lissauer's tract and the spinal gray matter and its relationship to the sacral parasympathetic nucleus.` J Comp Neurol 201:415-40"	\N	\N
36086	.Scientist.%	\N	WC de Groat	\N	\N
36087	.Resource.%.Publication.%.Article.%	\N	"Kawamura, Hashikawa (1981), `Projections from the pontine nuclei proper and reticular tegmental nucleus onto the cerebellar cortex in the cat. An autoradiographic study.` J Comp Neurol 201:395-413"	\N	\N
36088	.Resource.%.Publication.%.Article.%	\N	"Brodal, Brodal (1981), `The olivocerebellar projection in the monkey. Experimental studies with the method of retrograde tracing of horseradish peroxidase.` J Comp Neurol 201:375-93"	\N	\N
36089	.Resource.%.Publication.%.Article.%	\N	"Risling, Hildebrand, Aldskogius (1981), `Postnatal increase of unmyelinated axon profiles in the feline ventral root L7.` J Comp Neurol 201:343-51"	\N	\N
36090	.Scientist.%	\N	M Risling	\N	\N
36091	.Resource.%.Publication.%.Article.%	\N	"Wold (1981), `The vestibular nuclei in the domestic hen (Gallus domesticus): VI. Afferents from the cerebellum.` J Comp Neurol 201:319-41"	\N	\N
36092	.Resource.%.Publication.%.Article.%	\N	"Meyer, Albus (1981), `Topography and cortical projections of morphologically identified neurons in the visual thalamus of the cat.` J Comp Neurol 201:353-74"	\N	\N
36093	.Scientist.%	\N	G Meyer	\N	\N
36094	.Resource.%.Publication.%.Article.%	\N	"Abols, Basbaum (1981), `Afferent connections of the rostral medulla of the cat: a neural substrate for midbrain-medullary interactions in the modulation of pain.` J Comp Neurol 201:285-97"	\N	\N
36095	.Scientist.%	\N	IA Abols	\N	\N
36096	.Resource.%.Publication.%.Article.%	\N	"Vogt, Rosene, Peters (1981), `Synaptic termination of thalamic and callosal afferents in cingulate cortex of the rat.` J Comp Neurol 201:265-83"	\N	\N
36097	.Scientist.%	\N	DL Rosene	\N	\N
36098	.Resource.%.Publication.%.Article.%	\N	"Killackey, Erzurumlu (1981), `Trigeminal projections to the superior colliculus of the rat.` J Comp Neurol 201:221-42"	\N	\N
36099	.Resource.%.Publication.%.Article.%	\N	"Okado (1981), `Onset of synapse formation in the human spinal cord.` J Comp Neurol 201:211-9"	\N	\N
36100	.Resource.%.Publication.%.Article.%	\N	"Stelzner, Bohn, Strauss (1981), `Expansion of the ipsilateral retinal projection in the frog brain during optic nerve regeneration: sequence of reinnervation and retinotopic organization.` J Comp Neurol 201:299-317"	\N	\N
36101	.Scientist.%	\N	JA Strauss	\N	\N
36102	.Resource.%.Publication.%.Article.%	\N	"Martin, Cabana, Humbertson (1981), `Evidence for a lack of distinct rubrospinal somatotopy in the North American opossum and for collateral innervation of the cervical and lumbar enlargements by single rubral neurons.` J Comp Neurol 201:255-63"	\N	\N
36103	.Scientist.%	\N	T Cabana	\N	\N
36104	.Resource.%.Publication.%.Article.%	\N	"Inagaki, Senba, Shiosaka, Takagi, Kawai, Takatsuki, Sakanaka, Matsuzaki, Tohyama (1981), `Regional distribution of substance P-like immunoreactivity in the frog brain and spinal cord: immunohistochemical analysis.` J Comp Neurol 201:243-54"	\N	\N
36105	.Scientist.%	\N	Y Kawai	\N	\N
36106	.Resource.%.Publication.%.Article.%	\N	"Fish, Goodman, Kuo, Polcer, Rhoades (1982), `The intercollicular pathway in the golden hamster: an anatomical study.` J Comp Neurol 204:6-20"	\N	\N
36107	.Scientist.%	\N	SE Fish	\N	\N
36108	.Scientist.%	\N	DK Goodman	\N	\N
36109	.Scientist.%	\N	DC Kuo	\N	\N
36110	.Scientist.%	\N	JD Polcer	\N	\N
36111	.Resource.%.Publication.%.Article.%	\N	"Wilson, Phillips (1982), `Locust local nonspiking interneurons which tonically drive antagonistic motor neurons: physiology, morphology, and ultrastructure.` J Comp Neurol 204:21-31"	\N	\N
36112	.Scientist.%	\N	JA Wilson	\N	\N
36113	.Scientist.%	\N	CE Phillips	\N	\N
36114	.Resource.%.Publication.%.Article.%	\N	"Romand, Romand (1982), `Myelination kinetics of spiral ganglion cells in kitten.` J Comp Neurol 204:1-5"	\N	\N
36115	.Resource.%.Publication.%.Article.%	\N	"Langford, Coggeshall (1981), `Branching of sensory axons in the peripheral nerve of the rat.` J Comp Neurol 203:745-50"	\N	\N
36116	.Resource.%.Publication.%.Article.%	\N	"Wiklund, Léger, Persson (1981), `Monoamine cell distribution in the cat brain stem. A fluorescence histochemical study with quantification of indolaminergic and locus coeruleus cell groups.` J Comp Neurol 203:613-47"	\N	\N
36117	.Scientist.%	\N	L Wiklund	\N	\N
36118	.Scientist.%	\N	L Léger	\N	\N
36119	.Scientist.%	\N	M Persson	\N	\N
36120	.Resource.%.Publication.%.Article.%	\N	"Udin, Keating (1981), `Plasticity in a central nervous pathway in xenopus: anatomical changes in the isthmotectal projection after larval eye rotation.` J Comp Neurol 203:575-94"	\N	\N
36121	.Scientist.%	\N	MJ Keating	\N	\N
36122	.Resource.%.Publication.%.Article.%	\N	"Peters, Regidor (1981), `A reassessment of the forms of nonpyramidal neurons in area 17 of cat visual cortex.` J Comp Neurol 203:685-716"	\N	\N
36123	.Scientist.%	\N	J Regidor	\N	\N
36124	.Resource.%.Publication.%.Article.%	\N	"Montgomery, Fite, Bengston (1981), `The accessory optic system of Rana pipiens: neuroanatomical connections and intrinsic organization.` J Comp Neurol 203:595-612"	\N	\N
36125	.Scientist.%	\N	N Montgomery	\N	\N
36126	.Scientist.%	\N	L Bengston	\N	\N
36127	.Resource.%.Publication.%.Article.%	\N	"Miller, Peters (1981), `Maturation of rat visual cortex. II. A combined Golgi-electron microscope study of pyramidal neurons.` J Comp Neurol 203:555-73"	\N	\N
36128	.Scientist.%	\N	M Miller	\N	\N
36129	.Resource.%.Publication.%.Article.%	\N	"Allen, Sievers, Berry, Jenner (1981), `Experimental studies on cerebellar foliation. II. A morphometric analysis of cerebellar fissuration defects and growth retardation after neonatal treatment with 6-OHDA in the rat.` J Comp Neurol 203:771-83"	\N	\N
36130	.Scientist.%	\N	C Allen	\N	\N
36131	.Scientist.%	\N	J Sievers	\N	\N
36132	.Scientist.%	\N	S Jenner	\N	\N
36133	.Resource.%.Publication.%.Article.%	\N	"Sievers, Mangold, Berry, Allen, Schlossberger (1981), `Experimental studies on cerebellar foliation. I. A qualitative morphological analysis of cerebellar fissuration defects after neonatal treatment with 6-OHDA in the rat.` J Comp Neurol 203:751-69"	\N	\N
